yil,ulke,sanatci,sarki,yari_final_no,final_cikis_sirasi,final_sira,final_puan,tele_puan_final,juri_puan_final,yarifinal_cikis_sirasi,yarifinal_sira,yarifinal_puan,finale_kaldı,ev_sahibi,ev_sahibi_ulke,ev_sahibi_uzaklik_km,ilk_10
2021,Norveç,TIX,Fallen Angel,1.0,22.0,18.0,75.0,60.0,15.0,9.0,10.0,115.0,True,False,,,False
2021,Belçika,Hooverphonic,The Wrong Place,1.0,4.0,19.0,74.0,3.0,71.0,11.0,9.0,117.0,True,False,,,False
2021,Azerbaycan,Efendi,Mata Hari,1.0,21.0,20.0,65.0,33.0,32.0,14.0,8.0,138.0,True,False,,,False
2021,Arnavutluk,Anxhela Peristeri,Karma,2.0,2.0,21.0,57.0,35.0,22.0,11.0,10.0,112.0,True,False,,,False
2021,San Marino,Senhit feat. Flo Rida,Adrenalina,2.0,26.0,22.0,50.0,13.0,37.0,1.0,9.0,118.0,True,False,,,False
2021,Hollanda,Jeangu Macrooy,Birth Of A New Age,,23.0,23.0,11.0,0.0,11.0,,,,True,False,,,False
2021,İspanya,Blas Cantó,Voy A Quedarme,,13.0,24.0,6.0,0.0,6.0,,,,True,False,,,False
2021,Almanya,Jendrik,I Don't Feel Hate,,15.0,25.0,3.0,0.0,3.0,,,,True,False,,,False
2021,Birleşik Krallık,James Newman,Embers,,9.0,26.0,0.0,0.0,0.0,,,,True,False,,,False
2021,Hırvatistan,Albina,Tick-Tock,1.0,,,,,,10.0,11.0,110.0,False,False,,,False
2021,Romanya,Roxen,Amnesia,1.0,,,,,,13.0,12.0,85.0,False,False,,,False
2021,Danimarka,Fyr og Flamme,Øve os på hinanden,2.0,,,,,,17.0,11.0,89.0,False,False,,,False
2021,Avusturya,Vincent Bueno,Amen,2.0,,,,,,5.0,12.0,66.0,False,False,,,False
2021,Estonya,Uku Suviste,The Lucky One,2.0,,,,,,2.0,13.0,58.0,False,False,,,False
2021,Slovenya,Ana Soklič,Amen,1.0,,,,,,2.0,13.0,44.0,False,False,,,False
2021,Polonya,Rafał,The Ride,2.0,,,,,,6.0,14.0,35.0,False,False,,,False
2021,Avustralya,Montaigne,Technicolour,1.0,,,,,,5.0,14.0,28.0,False,False,,,False
2021,North MacedoniaN.Macedonia,Vasil,Here I Stand,1.0,,,,,,6.0,15.0,23.0,False,False,,,False
2021,Çek Cumhuriyeti,Benny Cristo,Omaga,2.0,,,,,,3.0,15.0,23.0,False,False,,,False
2021,İrlanda,Lesley Roy,Maps,1.0,,,,,,7.0,16.0,20.0,False,False,,,False
2021,Gürcistan,Tornike Kipiani,You,2.0,,,,,,10.0,16.0,16.0,False,False,,,False
2021,Letonya,Samanta Tīna,The Moon Is Rising,2.0,,,,,,15.0,17.0,14.0,False,False,,,False
2022,Ukrayna,Kalush Orchestra,Stefania,1.0,12.0,1.0,631.0,439.0,192.0,6.0,1.0,337.0,True,False,İtalya,1674.9696225630005,True
2022,Birleşik Krallık,Sam Ryder,Space Man,,22.0,2.0,466.0,183.0,283.0,,,,True,False,İtalya,1434.5186384893616,True
2022,İspanya,Chanel,SloMo,,10.0,3.0,459.0,228.0,231.0,,,,True,False,İtalya,1364.070826893501,True
2022,İsveç,Cornelia Jakobs,Hold Me Closer,2.0,20.0,4.0,438.0,180.0,258.0,17.0,1.0,396.0,True,False,İtalya,1975.8995950891472,True
2022,Sırbistan,Konstrakta,In Corpore Sano,2.0,24.0,5.0,312.0,225.0,87.0,3.0,3.0,237.0,True,False,İtalya,718.2765333023526,True
2022,İtalya,Mahmood & Blanco,Brividi,,9.0,6.0,268.0,110.0,158.0,,,,True,True,İtalya,0.0,True
2022,Moldova,Zdob și Zdub & Advahov Brothers,Trenulețul,1.0,19.0,7.0,253.0,239.0,14.0,9.0,8.0,154.0,True,False,İtalya,1413.8621192629998,True
2022,Yunanistan,Amanda Georgiadi Tenfjord,Die Together,1.0,17.0,8.0,215.0,57.0,158.0,15.0,3.0,211.0,True,False,İtalya,1050.8641898539706,True
2022,Portekiz,Maro,"Saudade, saudade",1.0,3.0,9.0,207.0,36.0,171.0,10.0,4.0,208.0,True,False,İtalya,1862.5910830839007,True
2022,Norveç,Subwoolfer,Give That Wolf a Banana,1.0,7.0,10.0,182.0,146.0,36.0,16.0,6.0,177.0,True,False,İtalya,2006.2039672893773,True
2022,Hollanda,S10,De Diepte,1.0,11.0,11.0,171.0,42.0,129.0,8.0,2.0,221.0,True,False,İtalya,1296.7226891604314,False
2022,Polonya,Ochman,River,2.0,23.0,12.0,151.0,105.0,46.0,14.0,6.0,198.0,True,False,İtalya,1315.0685343293185,False
2022,Estonya,Stefan,Hope,2.0,25.0,13.0,141.0,98.0,43.0,12.0,5.0,209.0,True,False,İtalya,2124.9665143136876,False
2022,Litvanya,Monika Liu,Sentimentai,1.0,14.0,14.0,128.0,93.0,35.0,3.0,7.0,159.0,True,False,İtalya,1701.9393498231714,False
2022,Avustralya,Sheldon Riley,Not The Same,2.0,21.0,15.0,125.0,2.0,123.0,8.0,2.0,243.0,True,False,İtalya,16216.012021228733,False
2022,Azerbaycan,Nadir Rustamli,Fade To Black,2.0,15.0,16.0,106.0,3.0,103.0,4.0,10.0,96.0,True,False,İtalya,3108.276754572131,False
2022,İsviçre,Marius Bear,Boys Do Cry,1.0,5.0,17.0,78.0,0.0,78.0,4.0,9.0,118.0,True,False,İtalya,689.7029418044301,False
2022,Romanya,WRS,Llámame,2.0,2.0,18.0,65.0,53.0,12.0,13.0,9.0,118.0,True,False,İtalya,1136.83246362571,False
2022,Belçika,Jérémie Makiese,Miss You,2.0,16.0,19.0,64.0,5.0,59.0,16.0,8.0,151.0,True,False,İtalya,1173.7012237545357,False
2022,Ermenistan,Rosa Linn,Snap,1.0,8.0,20.0,61.0,21.0,40.0,17.0,5.0,187.0,True,False,İtalya,2675.860126726462,False
2022,Finlandiya,The Rasmus,Jezebel,2.0,4.0,21.0,38.0,26.0,12.0,1.0,7.0,162.0,True,False,İtalya,2201.3492044088725,False
2022,Çek Cumhuriyeti,We Are Domi,Lights Off,2.0,1.0,22.0,38.0,5.0,33.0,18.0,4.0,227.0,True,False,İtalya,921.7520784576543,False
2022,İzlanda,Systur,Með hækkandi sól,1.0,18.0,23.0,20.0,10.0,10.0,14.0,10.0,103.0,True,False,İtalya,3296.056210584069,False
2022,Fransa,Alvan & Ahez,Fulenn,,6.0,24.0,17.0,8.0,9.0,,,,True,False,İtalya,1106.0791306309816,False
2022,Almanya,Malik Harris,Rockstars,,13.0,25.0,6.0,6.0,0.0,,,,True,False,İtalya,1182.8200874108213,False
2022,Hırvatistan,Mia Dimšić,Guilty Pleasure,1.0,,,,,,11.0,11.0,75.0,False,False,İtalya,516.4894356612191,False
2022,North MacedoniaN.Macedonia,Andrea,Circles,2.0,,,,,,11.0,11.0,76.0,False,False,İtalya,,False
2022,Arnavutluk,Ronela Hajati,Sekret,1.0,,,,,,1.0,12.0,58.0,False,False,İtalya,611.6281340742795,False
2022,Kıbrıs,Andromache,Ela,2.0,,,,,,9.0,12.0,63.0,False,False,İtalya,1956.2330008167867,False
2022,İsrail,Michael Ben David,I.M,2.0,,,,,,2.0,13.0,61.0,False,False,İtalya,2303.52289325374,False
2022,Danimarka,Reddi,The Show,1.0,,,,,,12.0,13.0,55.0,False,False,İtalya,1532.2744661224644,False
2022,Letonya,Citi Zēni,Eat Your Salad,1.0,,,,,,2.0,14.0,55.0,False,False,İtalya,1866.4227292866524,False
2022,San Marino,Achille Lauro,Stripper,2.0,,,,,,7.0,14.0,50.0,False,False,İtalya,226.8741719033147,False
2022,İrlanda,Brooke Scullion,That's Rich,2.0,,,,,,10.0,15.0,47.0,False,False,İtalya,1886.1741490235743,False
2022,Malta,Emma Muscat,I Am What I Am,2.0,,,,,,6.0,16.0,47.0,False,False,İtalya,689.4106020082971,False
2022,Avusturya,LUM!X & Pia Maria,Halo,1.0,,,,,,13.0,15.0,42.0,False,False,İtalya,764.4068691640175,False
2022,Karadağ,Vladana,Breathe,2.0,,,,,,15.0,17.0,33.0,False,False,İtalya,560.1850962139777,False
2022,Bulgaristan,Intelligent Music Project,Intention,1.0,,,,,,7.0,16.0,29.0,False,False,İtalya,893.6848130053831,False
2022,Gürcistan,Circus Mircus,Lock Me In,2.0,,,,,,5.0,18.0,22.0,False,False,İtalya,2660.2810084817534,False
2022,Slovenya,LPS,Disko,1.0,,,,,,5.0,17.0,15.0,False,False,İtalya,489.6866892624862,False
2023,İsveç,Loreen,Tattoo,,9.0,1.0,583.0,243.0,340.0,,,,True,False,Ukrayna,1264.2412140188364,True
2023,Finlandiya,Käärijä,Cha Cha Cha,,13.0,2.0,526.0,376.0,150.0,,,,True,False,Ukrayna,1136.0542097995615,True
2023,İsrail,Noa Kirel,Unicorn,,23.0,3.0,362.0,185.0,177.0,,,,True,False,Ukrayna,2111.9343231614966,True
2023,İtalya,Marco Mengoni,Due vite,,11.0,4.0,350.0,174.0,176.0,,,,True,False,Ukrayna,1674.9696225630005,True
2023,Norveç,Alessandra,Queen of Kings,,20.0,5.0,268.0,216.0,52.0,,,,True,False,Ukrayna,1626.6102245622128,True
2023,Ukrayna,Tvorchi,Heart of Steel,,19.0,6.0,243.0,189.0,54.0,,,,True,True,Ukrayna,0.0,True
2023,Belçika,Gustaph,Because of You,,16.0,7.0,182.0,55.0,127.0,,,,True,False,Ukrayna,1835.9467087747928,True
2023,Estonya,Alika,Bridges,,12.0,8.0,168.0,22.0,146.0,,,,True,False,Ukrayna,1064.4372963542278,True
2023,Avustralya,Voyager,Promise,,15.0,9.0,151.0,21.0,130.0,,,,True,False,Ukrayna,14896.54552499738,True
2023,Çek Cumhuriyeti,Vesna,My Sister's Crown,,14.0,10.0,129.0,35.0,94.0,,,,True,False,Ukrayna,1141.4731856044561,True
2023,Litvanya,Monika Linkytė,Stay,,22.0,11.0,127.0,46.0,81.0,,,,True,False,Ukrayna,589.3114538168633,False
2023,Kıbrıs,Andrew Lambrou,Break a Broken Heart,,7.0,12.0,126.0,58.0,68.0,,,,True,False,Ukrayna,1714.445474736346,False
2023,Hırvatistan,Let 3,Mama ŠČ!,,25.0,13.0,123.0,112.0,11.0,,,,True,False,Ukrayna,1193.3910382881868,False
2023,Ermenistan,Brunette,Future Lover,,17.0,14.0,122.0,53.0,69.0,,,,True,False,Ukrayna,1576.2951279365948,False
2023,Avusturya,Teya & Salena,Who The Hell Is Edgar?,,1.0,15.0,120.0,16.0,104.0,,,,True,False,Ukrayna,1053.428853303382,False
2023,Fransa,La Zarra,Évidemment,,6.0,16.0,104.0,50.0,54.0,,,,True,False,Ukrayna,2023.294180998129,False
2023,İspanya,Blanca Paloma,Eaea,,8.0,17.0,100.0,5.0,95.0,,,,True,False,Ukrayna,2861.8350894479545,False
2023,Moldova,Pasha Parfeni,Soarele și Luna,,18.0,18.0,96.0,76.0,20.0,,,,True,False,Ukrayna,401.3921835953801,False
2023,Polonya,Blanka,Solo,,4.0,19.0,93.0,81.0,12.0,,,,True,False,Ukrayna,689.0212692361698,False
2023,İsviçre,Remo Forrer,Watergun,,3.0,20.0,92.0,31.0,61.0,,,,True,False,Ukrayna,1729.6513391703322,False
2023,Slovenya,Joker Out,Carpe Diem,,24.0,21.0,78.0,45.0,33.0,,,,True,False,Ukrayna,1278.6188302846176,False
2023,Arnavutluk,Albina & Familja Kelmendi,Duje,,10.0,22.0,76.0,59.0,17.0,,,,True,False,Ukrayna,1306.5590308676512,False
2023,Portekiz,Mimicat,Ai Coração,,2.0,23.0,59.0,16.0,43.0,,,,True,False,Ukrayna,3351.039027049683,False
2023,Sırbistan,Luke Black,Samo mi se spava,,5.0,24.0,30.0,16.0,14.0,,,,True,False,Ukrayna,981.2297947993045,False
2023,Birleşik Krallık,Mae Muller,I Wrote A Song,,26.0,25.0,24.0,9.0,15.0,,,,True,False,Ukrayna,2133.2297179698553,False
2023,Almanya,Lord Of The Lost,Blood & Glitter,,21.0,26.0,18.0,15.0,3.0,,,,True,False,Ukrayna,1204.5628895395816,False
2023,İzlanda,Diljá,Power,,,,,,,,,,False,False,Ukrayna,3367.291341560699,False
2023,Letonya,Sudden Lights,Aijā,,,,,,,,,,False,False,Ukrayna,836.1046070843996,False
2023,Gürcistan,Iru,Echo,,,,,,,,,,False,False,Ukrayna,1462.994364395822,False
2023,Yunanistan,Victor Vernicos,What They Say,,,,,,,,,,False,False,Ukrayna,1486.9009788925177,False
2023,İrlanda,Wild Youth,We Are One,,,,,,,,,,False,False,Ukrayna,2515.5241046880014,False
2023,Hollanda,Mia Nicolai & Dion Cooper,Burning Daylight,,,,,,,,,,False,False,Ukrayna,1780.2006484017036,False
2023,Danimarka,Reiley,Breaking My Heart,,,,,,,,,,False,False,Ukrayna,1327.7437096101787,False
2023,Azerbaycan,TuralTuranX,Tell Me More,,,,,,,,,,False,False,Ukrayna,1868.5308160809811,False
2023,Malta,The Busker,Dance (Our Own Party),,,,,,,,,,False,False,Ukrayna,2065.137076356461,False
2023,Romanya,Theodor Andrei,D.G.T. (Off and On),,,,,,,,,,False,False,Ukrayna,747.0588197518642,False
2023,San Marino,Piqued Jacks,Like An Animal,,,,,,,,,,False,False,Ukrayna,1539.7264608254934,False
2023,Finlandiya,Käärijä,Cha Cha Cha,1.0,,,,,,15.0,1.0,177.0,False,False,Ukrayna,1136.0542097995615,False
2023,İsveç,Loreen,Tattoo,1.0,,,,,,11.0,2.0,135.0,False,False,Ukrayna,1264.2412140188364,False
2023,İsrail,Noa Kirel,Unicorn,1.0,,,,,,9.0,3.0,127.0,False,False,Ukrayna,2111.9343231614966,False
2023,Çek Cumhuriyeti,Vesna,My Sister's Crown,1.0,,,,,,13.0,4.0,110.0,False,False,Ukrayna,1141.4731856044561,False
2023,Moldova,Pasha Parfeni,Soarele și Luna,1.0,,,,,,10.0,5.0,109.0,False,False,Ukrayna,401.3921835953801,False
2023,Norveç,Alessandra,Queen of Kings,1.0,,,,,,1.0,6.0,102.0,False,False,Ukrayna,1626.6102245622128,False
2023,İsviçre,Remo Forrer,Watergun,1.0,,,,,,8.0,7.0,97.0,False,False,Ukrayna,1729.6513391703322,False
2023,Hırvatistan,Let 3,Mama ŠČ!,1.0,,,,,,7.0,8.0,76.0,False,False,Ukrayna,1193.3910382881868,False
2023,Portekiz,Mimicat,Ai Coração,1.0,,,,,,5.0,9.0,74.0,False,False,Ukrayna,3351.039027049683,False
2023,Sırbistan,Luke Black,Samo mi se spava,1.0,,,,,,3.0,10.0,37.0,False,False,Ukrayna,981.2297947993045,False
2023,Letonya,Sudden Lights,Aijā,1.0,,,,,,4.0,11.0,34.0,False,False,Ukrayna,836.1046070843996,False
2023,İrlanda,Wild Youth,We Are One,1.0,,,,,,6.0,12.0,10.0,False,False,Ukrayna,2515.5241046880014,False
2023,Hollanda,Mia Nicolai & Dion Cooper,Burning Daylight,1.0,,,,,,14.0,13.0,7.0,False,False,Ukrayna,1780.2006484017036,False
2023,Azerbaycan,TuralTuranX,Tell Me More,1.0,,,,,,12.0,14.0,4.0,False,False,Ukrayna,1868.5308160809811,False
2023,Malta,The Busker,Dance (Our Own Party),1.0,,,,,,2.0,15.0,3.0,False,False,Ukrayna,2065.137076356461,False
