aday_id,yorunge_periyodu_gun,transit_suresi_saat,transit_derinligi_ppm,gezegen_yaricap_dunya,yildiz_sicakligi_K,yildiz_yaricap_gunes,denge_sicakligi_K,sinyal_gurultu_orani,yasanabilir_bolge,gercek_gezegen,durum
K00904.05,10.19849255,2.4283,634.1,1.75,4500.0,0.646,559.0,21.4,False,True,Gerçek Gezegen
K00905.01,5.795063956,3.2496,1692.9,4.33,5865.0,0.827,950.0,119.4,False,False,Yanlış Pozitif
K00906.01,7.15681552,2.5882,867.0,2.47,5029.0,0.838,782.0,47.7,False,True,Gerçek Gezegen
K00906.02,17.64830851,2.0873,763.3,2.43,5029.0,0.838,579.0,23.8,False,True,Gerçek Gezegen
K00906.03,4.14810719,2.535,175.2,1.08,5029.0,0.838,938.0,12.9,False,True,Gerçek Gezegen
K00907.01,16.51410989,4.1575,973.5,2.72,5527.0,0.866,655.0,55.9,False,True,Gerçek Gezegen
K00907.02,30.1329298,5.172,1015.8,3.14,5527.0,0.866,536.0,44.8,False,True,Gerçek Gezegen
K00907.03,4.79090809,2.603,251.3,1.36,5527.0,0.866,990.0,21.2,False,True,Gerçek Gezegen
K00124.02,31.71981013,4.819,363.4,3.09,5869.0,1.626,743.0,63.1,False,True,Gerçek Gezegen
K00907.04,99.6415962,4.448,952.5,2.64,5527.0,0.866,360.0,22.7,False,True,Gerçek Gezegen
K00908.01,4.708326451,3.16114,7912.7,10.6,5560.0,1.21,1162.0,633.4,False,True,Gerçek Gezegen
K00909.01,16.37198661,3.8449,4147.6,540.37,4187.0,0.592,438.0,54.5,False,False,Yanlış Pozitif
K00910.01,5.392026903,2.9804,1151.4,2.68,5198.0,0.801,850.0,77.4,False,True,Gerçek Gezegen
K00929.01,6.491682808,4.301,7163.3,9.66,6123.0,1.107,1062.0,502.3,False,True,Gerçek Gezegen
K00930.01,3.044770796,10.0134,1695.0,24.54,5525.0,0.753,1076.0,203.5,False,False,Yanlış Pozitif
K00931.01,3.855603916,3.2179,16652.7,13.61,6033.0,1.046,1212.0,1173.9,False,True,Gerçek Gezegen
K00932.01,3.855599139,3.183,1030.9,3.57,5936.0,0.965,1158.0,90.1,False,False,Yanlış Pozitif
K00125.01,38.47876629,5.04169,23530.0,13.26,5510.0,0.879,484.0,1077.8,False,True,Gerçek Gezegen
K00915.01,37.601661282,8.30604,59130.1,27.22,6140.0,1.096,606.0,1667.3,False,False,Yanlış Pozitif
K00916.01,3.314947362,1.8007,1398.2,3.94,5609.0,0.944,1155.0,123.5,False,True,Gerçek Gezegen
K00917.01,6.71969089,3.0231,969.7,4.37,5931.0,0.866,952.0,45.4,False,False,Yanlış Pozitif
K00918.01,39.6431552,6.5292,15663.8,10.98,5231.0,0.9,472.0,690.3,False,True,Gerçek Gezegen
K00919.01,51.42598578,16.9422,66067.7,29.66,6257.0,1.147,549.0,1843.8,False,False,Yanlış Pozitif
K00920.01,21.80451611,3.4097,1144.9,2.6,5481.0,0.708,543.0,49.9,False,True,Gerçek Gezegen
K00921.01,10.28194593,3.4366,1110.7,2.53,5196.0,0.775,680.0,55.0,False,True,Gerçek Gezegen
K00921.02,18.11993039,4.2309,1506.9,2.95,5196.0,0.775,563.0,60.7,False,True,Gerçek Gezegen
K00921.03,3.78402867,1.9012,426.1,1.7,5196.0,0.775,949.0,25.6,False,True,Gerçek Gezegen
K00922.01,5.15448142,3.228,697.5,2.94,5431.0,0.884,964.0,48.1,False,True,Gerçek Gezegen
K00126.01,33.80364366,11.4813,13494.4,20.7,5855.0,1.796,745.0,529.9,False,False,Yanlış Pozitif
K00923.01,5.743469797,3.4412,1240.2,3.13,5897.0,0.891,982.0,79.7,False,True,Gerçek Gezegen
K00925.01,19.974485239,4.23479,40293.1,26.56,6108.0,0.997,700.0,1398.8,False,False,Yanlış Pozitif
K00926.01,3.166353562,3.3129,1473.4,3.82,6007.0,0.998,1273.0,128.3,False,True,Gerçek Gezegen
K00927.01,23.899634407,3.81881,20953.1,44.04,6192.0,0.924,652.0,547.8,False,False,Yanlış Pozitif
K00939.01,3.388012244,2.6849,280.1,2.11,5553.0,1.25,1315.0,30.6,False,True,Gerçek Gezegen
K00939.02,5.83909761,3.1915,273.6,2.06,5553.0,1.25,1097.0,25.2,False,True,Gerçek Gezegen
K00939.03,1.620467654,2.1888,159.6,1.57,5553.0,1.25,1681.0,22.7,False,True,Gerçek Gezegen
K00939.04,10.6816951,3.605,307.8,2.3,5553.0,1.25,897.0,21.9,False,True,Gerçek Gezegen
K00940.01,6.104849417,4.6912,2090.3,3.18,5085.0,0.712,784.0,293.7,False,True,Gerçek Gezegen
K00127.01,3.578780566,2.91089,11382.2,10.43,5524.0,0.994,1145.0,1838.4,False,True,Gerçek Gezegen
K00933.01,3.187067566,3.119,1037.4,23.88,5450.0,0.811,1079.0,37.2,False,False,Yanlış Pozitif
K00934.01,5.826657508,2.9183,1539.1,4.09,5561.0,1.06,1013.0,81.1,False,True,Gerçek Gezegen
K00934.02,12.41216347,3.739,611.3,2.58,5561.0,1.06,787.0,25.6,False,True,Gerçek Gezegen
K00934.03,18.74649011,3.895,796.8,3.05,5561.0,1.06,686.0,26.7,False,True,Gerçek Gezegen
K00935.01,20.86021229,5.1937,1910.5,5.5,6035.0,1.257,781.0,117.0,False,True,Gerçek Gezegen
K00935.02,42.63427848,6.1998,1719.3,5.22,6035.0,1.257,615.0,78.7,False,True,Gerçek Gezegen
K00935.03,87.6476068,8.871,1009.6,4.0,6035.0,1.257,484.0,37.5,False,True,Gerçek Gezegen
K00936.01,9.467821474,2.4327,2237.0,2.13,3582.0,0.458,407.0,124.7,False,True,Gerçek Gezegen
K00936.02,0.893040969,1.0981,741.7,1.24,3582.0,0.458,893.0,87.8,False,True,Gerçek Gezegen
K00128.01,4.942783419,3.25346,11144.7,10.62,5514.0,0.978,1008.0,2040.7,False,True,Gerçek Gezegen
K00937.01,20.83426731,4.0454,988.4,2.74,5537.0,0.88,595.0,45.1,False,True,Gerçek Gezegen
K00938.01,9.94602357,3.3862,994.5,3.12,5344.0,1.013,807.0,51.0,False,True,Gerçek Gezegen
K00938.02,1.04562195,1.8955,213.0,1.45,5344.0,1.013,1710.0,25.3,False,True,Gerçek Gezegen
K00938.03,5.71462396,2.336,297.8,1.78,5344.0,1.013,971.0,16.7,False,True,Gerçek Gezegen
K00145.01,102.9641952,15.735,1896.7,39.0,5047.0,7.119,797.0,86.1,False,False,Yanlış Pozitif
K01102.02,8.14515981,5.073,446.8,3.43,5896.0,1.24,1050.0,32.2,False,True,Gerçek Gezegen
K01102.03,18.9985279,4.529,430.7,43.17,5896.0,1.24,792.0,16.9,False,True,Gerçek Gezegen
K01102.04,4.24439049,3.282,174.0,2.07,5896.0,1.24,1305.0,15.1,False,True,Gerçek Gezegen
K00150.02,28.5742692,4.9427,824.9,2.32,5551.0,0.812,538.0,97.1,False,True,Gerçek Gezegen
K01170.01,7.34373964,1.1784,574.4,1.84,5757.0,0.762,839.0,32.2,False,True,Gerçek Gezegen
K01171.01,0.445277068,3.539,186.7,35.74,6167.0,1.064,2562.0,28.9,False,False,Yanlış Pozitif
K00966.01,0.379463865,0.86896,1973.3,59.56,5075.0,1.783,3000.0,458.6,False,False,Yanlış Pozitif
K00967.01,9.88047978,2.78458,18541.0,23.6,6113.0,0.917,860.0,534.5,False,False,Yanlış Pozitif
K00968.01,4.6484156,38.1939,128.4,5.06,6980.0,3.482,2259.0,91.7,False,False,Yanlış Pozitif
K00969.01,17.512014768,1.8248,4511.7,13.66,6224.0,1.132,804.0,322.3,False,False,Yanlış Pozitif
K01044.01,0.525154153,2.1441,747.5,23.61,5582.0,0.846,2073.0,116.1,False,False,Yanlış Pozitif
K01045.01,1.303861044,4.0541,598.2,27.85,5758.0,0.902,1610.0,140.6,False,False,Yanlış Pozitif
K01047.01,2.55549176,9.083,113.8,23.35,5948.0,0.901,1312.0,24.3,False,False,Yanlış Pozitif
K00014.01,2.947376671,2.0911,433.2,403.59,8090.0,2.234,2404.0,62.3,False,False,Yanlış Pozitif
K00139.01,224.7789355,11.1899,3487.5,7.67,5873.0,1.235,333.0,235.7,False,True,Gerçek Gezegen
K01104.01,0.890110752,0.8774,321.5,1.25,4768.0,0.711,1372.0,19.6,False,False,Yanlış Pozitif
K01105.01,5.76573396,2.924,248.0,7.47,5772.0,4.434,1964.0,22.2,False,False,Yanlış Pozitif
K01106.01,7.42608123,3.6379,443.3,2.47,6049.0,1.176,1037.0,37.5,False,True,Gerçek Gezegen
K01106.02,15.9868932,4.158,178.5,1.62,6049.0,1.176,803.0,10.9,False,True,Gerçek Gezegen
K01107.01,0.73094589,4.32,250.2,17.12,5901.0,0.848,1922.0,37.5,False,False,Yanlış Pozitif
K01108.01,18.92537246,3.9835,640.9,13.92,4941.0,4.885,1171.0,41.0,False,True,Gerçek Gezegen
K01172.01,0.933749106,4.256,186.2,3.22,6215.0,2.188,2863.0,136.3,False,False,Yanlış Pozitif
K01173.01,2.037440623,3.442,118.6,1.19,6253.0,1.015,1572.0,27.0,False,False,Yanlış Pozitif
K01175.01,31.5925809,13.566,145.1,1.78,5676.0,1.487,688.0,25.5,False,True,Gerçek Gezegen
K01175.02,17.157236,11.284,110.4,1.55,5676.0,1.487,844.0,23.6,False,True,Gerçek Gezegen
K01176.01,1.97376085,1.82542,30222.4,8.78,3807.0,0.503,753.0,1252.5,False,True,Gerçek Gezegen
K00972.01,13.118962443,4.3045,372.2,8.25,7221.0,4.24,1768.0,267.4,False,True,Gerçek Gezegen
K00133.01,4.618767792,5.9957,4399.1,7.48,6013.0,1.033,1170.0,270.1,False,False,Yanlış Pozitif
K00975.01,2.785821236,3.5599,68.9,1.69,6202.0,1.733,1784.0,53.6,False,True,Gerçek Gezegen
K00976.01,52.56901867,6.7507,26900.0,78.54,7240.0,1.717,737.0,184.3,False,False,Yanlış Pozitif
K01048.01,3.411758679,3.158,570.6,14.71,3995.0,0.561,684.0,35.6,False,False,Yanlış Pozitif
K01049.01,0.525426427,1.0801,324.6,1.45,5791.0,0.802,2069.0,63.6,False,False,Yanlış Pozitif
K01050.01,1.269091415,1.4647,340.9,1.41,5041.0,0.766,1331.0,73.5,False,True,Gerçek Gezegen
K01050.02,2.853133997,1.465,277.1,1.36,5041.0,0.766,1016.0,39.7,False,True,Gerçek Gezegen
K01051.01,6.79685353,3.1702,393.1,2.01,6061.0,0.97,985.0,29.8,False,True,Gerçek Gezegen
K00146.01,8.667822346,4.9658,2121.9,67.37,6266.0,1.889,1303.0,187.6,False,False,Yanlış Pozitif
K01108.02,1.475323222,2.3155,154.9,5.88,4941.0,4.885,2740.0,27.2,False,True,Gerçek Gezegen
K01108.03,4.15246118,2.5755,223.4,7.62,4941.0,4.885,1941.0,24.5,False,True,Gerçek Gezegen
K01110.01,8.7348852,4.49,270.7,1.59,5982.0,0.96,890.0,24.8,False,True,Gerçek Gezegen
K01111.01,10.26547688,3.733,399.6,1.81,5699.0,0.853,770.0,20.1,False,False,Yanlış Pozitif
K01177.01,3.305577989,2.5903,17971.0,25.89,5534.0,0.707,1027.0,39.6,False,False,Yanlış Pozitif
K01178.01,4.800653901,9.0419,15304.4,16.91,6715.0,1.241,1347.0,298.0,False,False,Yanlış Pozitif
K01179.01,15.06649901,5.9885,36348.0,56.44,5751.0,1.626,932.0,154.6,False,False,Yanlış Pozitif
K01180.01,34.82008158,11.1711,18847.8,11.36,5114.0,0.784,459.0,882.6,False,False,Yanlış Pozitif
K01181.01,0.651784374,2.0141,2779.3,33.65,5555.0,1.061,2090.0,195.2,False,False,Yanlış Pozitif
K00977.01,1.353771892,7.012,1349.1,430.99,4283.0,15.76,4903.0,76.7,False,False,Yanlış Pozitif
K00978.01,18.95491633,24.249,867.5,71.39,6362.0,2.534,1139.0,249.3,False,False,Yanlış Pozitif
K00979.01,4.348866254,3.2797,625.6,2436.69,3598.0,101.451,6421.0,56.3,False,False,Yanlış Pozitif
K00980.01,47.93094546,2.6897,2144.4,68.02,8214.0,1.938,905.0,221.1,False,False,Yanlış Pozitif
K00981.01,3.99751422,3.686,32.8,2.98,5066.0,5.324,2203.0,6.1,False,False,Yanlış Pozitif
K00982.01,1.592633181,5.5605,633.1,1.56,4506.0,0.651,1053.0,66.9,False,False,Yanlış Pozitif
K00134.01,67.5923754,12.249,4158.1,12.1,6038.0,1.744,588.0,60.9,False,True,Gerçek Gezegen
K01052.01,17.02902786,4.645,568.9,2.54,5839.0,1.067,755.0,29.8,False,True,Gerçek Gezegen
K01052.02,6.84619236,3.529,246.8,1.67,5839.0,1.067,1022.0,17.7,False,True,Gerçek Gezegen
K01052.03,67.8321638,7.358,507.8,2.39,5839.0,1.067,476.0,15.5,False,True,Gerçek Gezegen
K01052.04,43.1312147,3.198,447.8,2.39,5839.0,1.067,554.0,11.8,False,True,Gerçek Gezegen
K01053.01,1.224866441,1.7086,196.0,1.54,5553.0,1.107,1741.0,21.1,False,True,Gerçek Gezegen
K01112.01,37.8102649,8.733,570.3,2.33,6085.0,0.973,566.0,35.2,False,True,Gerçek Gezegen
K01113.01,25.93406406,4.6142,414.5,2.48,5952.0,1.225,695.0,42.2,False,True,Gerçek Gezegen
K01113.02,83.4463485,6.536,503.0,2.73,5952.0,1.225,471.0,36.1,False,True,Gerçek Gezegen
K01114.01,7.04710032,2.926,400.9,25.2,5766.0,1.068,986.0,24.0,False,False,Yanlış Pozitif
K01115.01,12.99204853,6.0175,270.6,2.03,5765.0,1.242,866.0,38.7,False,True,Gerçek Gezegen
K01182.01,11.11620211,4.211,4843.9,8.96,6122.0,0.996,853.0,115.3,False,False,Yanlış Pozitif
K01183.01,1.922861499,3.5734,1916.2,5.09,5778.0,0.911,1392.0,103.4,False,False,Yanlış Pozitif
K01184.01,0.635445336,1.8592,2547.4,19.0,3920.0,0.55,1177.0,182.2,False,False,Yanlış Pozitif
K01185.01,1.665784138,1.8946,2006.2,97.27,6261.0,2.789,2636.0,148.0,False,False,Yanlış Pozitif
K01186.01,55.6639167,23.546,3414.4,34.14,5587.0,0.853,434.0,103.4,False,False,Yanlış Pozitif
K00152.01,52.09081627,8.6388,2894.1,7.14,6198.0,1.324,592.0,243.5,False,True,Gerçek Gezegen
K00983.01,7.1548608,7.694,780.4,7.41,7443.0,1.739,1482.0,24.2,False,False,Yanlış Pozitif
K00984.01,4.28746668,1.5693,790.1,2.29,5296.0,0.815,942.0,19.4,False,True,Gerçek Gezegen
K00985.01,2.002779769,2.231,260.5,1.42,5346.0,0.892,1311.0,22.2,False,False,Yanlış Pozitif
K00986.01,8.18739443,3.0472,517.6,1.92,5251.0,0.849,782.0,38.4,False,True,Gerçek Gezegen
K00986.02,76.0498163,7.158,445.9,1.75,5251.0,0.849,372.0,17.4,False,True,Gerçek Gezegen
K00139.02,3.341799486,2.9254,178.2,1.67,5873.0,1.235,1356.0,48.8,False,True,Gerçek Gezegen
K01054.01,3.3226948,3.568,78.7,15.33,5234.0,16.959,3859.0,8.6,False,False,Yanlış Pozitif
K01055.01,36.97708808,4.737,1269.9,38.6,5589.0,1.239,602.0,59.2,False,False,Yanlış Pozitif
K01056.01,1.851409163,10.232,232.5,20.42,7117.0,1.469,2154.0,54.4,False,False,Yanlış Pozitif
K01057.01,1.303859704,2.8239,36.7,0.98,6802.0,1.521,2393.0,34.7,False,False,Yanlış Pozitif
K00147.01,145.5624926,5.4126,2931.6,40.15,6148.0,1.095,387.0,58.1,False,False,Yanlış Pozitif
K01116.01,3.749105745,1.9826,182.6,1.68,5751.0,0.983,1160.0,38.0,False,True,Gerçek Gezegen
K01117.01,11.08956602,6.2877,148.1,3.51,6353.0,2.867,1422.0,38.9,False,True,Gerçek Gezegen
K01119.01,7.24476126,2.3145,58.0,0.65,5370.0,0.874,837.0,27.2,False,False,Yanlış Pozitif
K01194.01,8.70798309,2.4904,1419.6,2.01,4362.0,0.554,543.0,28.1,False,True,Gerçek Gezegen
K01194.03,4.17634276,2.335,531.5,1.23,4362.0,0.554,694.0,14.9,False,True,Gerçek Gezegen
K00152.02,27.40229859,6.8491,747.5,3.63,6198.0,1.324,734.0,79.3,False,True,Gerçek Gezegen
K00987.01,3.179267286,1.0246,200.9,1.21,5511.0,0.857,1101.0,41.0,False,True,Gerçek Gezegen
K00988.01,10.38122447,2.715,801.5,2.18,5095.0,0.78,672.0,41.9,False,True,Gerçek Gezegen
K00988.02,24.5709023,3.587,764.2,2.82,5095.0,0.78,505.0,26.3,False,True,Gerçek Gezegen
K00989.01,81.221876,4.1135,9883.0,16.59,5619.0,0.874,385.0,63.0,False,False,Yanlış Pozitif
K00989.02,0.817026268,2.0799,1145.5,2.92,5619.0,0.874,1784.0,121.1,False,False,Yanlış Pozitif
K00135.01,3.024092505,2.8021,7765.0,12.14,6063.0,1.358,1489.0,1225.3,False,True,Gerçek Gezegen
K01058.01,5.670155713,0.9361,536.7,5.85,3337.0,0.183,341.0,37.3,False,False,Yanlış Pozitif
K01059.01,1.022678654,1.3712,129.2,1.14,5366.0,1.02,1734.0,21.6,False,True,Gerçek Gezegen
K01060.01,12.10968709,6.3461,284.7,2.98,6021.0,1.458,1005.0,33.4,False,True,Gerçek Gezegen
K01060.02,4.75796103,4.66,124.5,1.7,6021.0,1.458,1372.0,20.9,False,True,Gerçek Gezegen
K01060.03,20.4972755,8.536,242.9,2.96,6021.0,1.458,843.0,22.8,False,True,Gerçek Gezegen
K01119.02,13.55480534,2.288,48.3,0.62,5370.0,0.874,679.0,16.5,False,False,Yanlış Pozitif
K01120.01,29.74454668,23.2842,66894.0,20.06,4889.0,0.788,455.0,765.0,False,False,Yanlış Pozitif
K01121.01,14.15402428,4.47001,61625.1,53.25,5850.0,1.037,777.0,930.3,False,False,Yanlış Pozitif
K01122.01,0.844786082,3.5289,2468.5,35.27,5705.0,0.915,1864.0,245.6,False,False,Yanlış Pozitif
K01123.01,0.848483947,1.4451,1907.4,32.11,5941.0,0.936,1908.0,185.0,False,False,Yanlış Pozitif
K01124.01,11.99097576,5.7401,2124.3,37.47,6110.0,1.072,880.0,102.8,False,False,Yanlış Pozitif
K01199.01,53.5292702,5.668,1086.1,2.28,4736.0,0.708,348.0,34.5,False,True,Gerçek Gezegen
K01200.01,0.393726813,2.95,564.6,24.17,6277.0,1.031,2705.0,64.8,False,False,Yanlış Pozitif
K01201.01,2.757584622,0.9267,563.1,1.01,3683.0,0.424,615.0,19.6,False,True,Gerçek Gezegen
K01202.01,0.928310036,1.1899,376.2,1.16,4109.0,0.602,1115.0,22.6,False,True,Gerçek Gezegen
K00152.03,13.48457668,5.0197,653.5,3.39,6198.0,1.324,929.0,80.8,False,True,Gerçek Gezegen
K01203.01,31.8841473,6.122,910.0,3.7,5779.0,0.974,563.0,25.3,False,True,Gerçek Gezegen
K00990.01,67.69213907,51.349,25457.2,175.98,5355.0,10.703,1173.0,1328.2,False,False,Yanlış Pozitif
K00991.01,12.06222962,2.0584,300.2,1.62,5547.0,0.933,750.0,32.4,False,True,Gerçek Gezegen
K00992.01,9.93146307,5.678,398.6,2.41,5782.0,1.22,931.0,26.2,False,True,Gerçek Gezegen
K00993.01,21.85362905,3.439,355.6,1.75,5830.0,0.876,618.0,23.0,False,True,Gerçek Gezegen
K01060.04,8.19345065,5.234,115.4,1.74,6021.0,1.458,1144.0,15.7,False,True,Gerçek Gezegen
K00140.01,19.97867,10.168,944.3,6.85,9651.0,1.895,1351.0,86.2,False,False,Yanlış Pozitif
K01061.01,41.8059544,6.057,434.4,2.02,5907.0,0.973,533.0,28.3,False,True,Gerçek Gezegen
K01062.01,15.45158184,2.406,85.3,2.02,7839.0,2.069,1285.0,21.0,False,False,Yanlış Pozitif
K01063.01,89.698168533,5.5418,273106.0,102.08,6214.0,1.583,554.0,3420.3,False,False,Yanlış Pozitif
K01064.01,1.187352427,4.999,20703.0,67.35,6424.0,1.489,2251.0,717.4,False,False,Yanlış Pozitif
K00015.01,3.012476582,3.1424,1138.5,65.25,8601.0,2.031,2371.0,253.4,False,False,Yanlış Pozitif
K00148.01,4.77800306,2.7361,473.0,1.85,5192.0,0.873,932.0,115.4,False,True,Gerçek Gezegen
K01125.01,7.814839231,3.0122,2010.3,5.33,5887.0,0.931,903.0,100.0,False,False,Yanlış Pozitif
K01126.01,29.7452499,22.695,778.9,3.6,5334.0,1.004,557.0,55.9,False,False,Yanlış Pozitif
K01127.01,5.32667299,3.4045,611.4,2.26,5831.0,0.921,1007.0,34.1,False,True,Gerçek Gezegen
K01187.01,0.741057213,1.05299,1996.3,26.67,5496.0,0.776,1730.0,251.9,False,False,Yanlış Pozitif
K01188.01,2.988085455,3.68,802.8,21.81,5497.0,0.809,1101.0,48.2,False,False,Yanlış Pozitif
K01189.01,2.783883492,2.4546,903.9,67.17,6028.0,2.147,1934.0,86.1,False,False,Yanlış Pozitif
K01190.01,0.393727296,3.02,903.5,23.05,5628.0,0.808,2216.0,82.4,False,False,Yanlış Pozitif
K01191.01,8.17242644,3.902,864.3,3.29,5705.0,0.905,858.0,37.0,False,True,Gerçek Gezegen
K00993.02,13.0607936,3.215,236.6,1.45,5830.0,0.876,734.0,19.4,False,True,Gerçek Gezegen
K00995.01,25.9518461,14.581,1058.5,22.32,5372.0,0.796,521.0,65.8,False,False,Yanlış Pozitif
K00996.01,25.9518536,14.755,2017.9,24.6,5198.0,0.742,494.0,79.4,False,False,Yanlış Pozitif
K00997.01,5.68628739,17.573,5559.7,4.5,6052.0,0.956,1059.0,414.4,False,False,Yanlış Pozitif
K00136.01,15.663886949,2.4775,5144.4,27.36,5996.0,2.221,1060.0,175.9,False,False,Yanlış Pozitif
K01065.01,4.020628573,4.4085,20901.0,16.94,6210.0,1.033,1232.0,282.6,False,False,Yanlış Pozitif
K01067.01,185.02288222,4.87326,43546.7,49.82,6025.0,1.367,379.0,938.2,False,False,Yanlış Pozitif
K01068.01,2.897432135,3.1793,1223.7,14.35,5970.0,2.994,2170.0,73.9,False,False,Yanlış Pozitif
K01069.01,8.70420525,2.9385,1074.9,2.86,5074.0,0.863,748.0,74.0,False,True,Gerçek Gezegen
K01127.02,8.1280933,3.727,224.1,1.39,5831.0,0.921,875.0,10.7,False,True,Gerçek Gezegen
K01128.01,0.974868896,1.6191,197.6,1.16,5487.0,0.832,1612.0,82.6,False,True,Gerçek Gezegen
K01129.01,4.89721006,1.812,274.4,1.48,5093.0,0.847,904.0,16.9,False,True,Gerçek Gezegen
K01130.01,2.757794163,2.7644,39043.0,20.05,5747.0,0.891,1231.0,349.2,False,False,Yanlış Pozitif
K01132.01,1.914158508,3.2917,7829.2,13.63,6289.0,1.118,1646.0,124.6,False,False,Yanlış Pozitif
K01196.01,3.98216698,2.396,381.3,3.32,5570.0,1.548,1374.0,27.1,False,False,Yanlış Pozitif
K01197.01,0.643794198,1.5662,456.7,19.51,5958.0,0.83,2011.0,53.7,False,False,Yanlış Pozitif
K01198.01,16.08832318,5.731,597.8,3.42,6157.0,1.33,875.0,31.3,False,True,Gerçek Gezegen
K01198.02,10.30067919,4.885,271.8,2.2,6157.0,1.33,1015.0,16.4,False,True,Gerçek Gezegen
K01198.03,35.6757453,7.381,471.2,3.02,6157.0,1.33,671.0,18.5,False,True,Gerçek Gezegen
K00998.01,161.78832712,5.31,87750.0,36.14,6018.0,1.212,375.0,704.5,False,False,Yanlış Pozitif
K00999.01,16.56806842,4.2647,1331.4,2.54,4987.0,0.716,548.0,41.9,False,True,Gerçek Gezegen
K00999.02,47.3329299,2.708,931.5,2.18,4987.0,0.716,386.0,14.0,False,True,Gerçek Gezegen
K01000.01,0.856895349,1.3078,82.2,0.82,6021.0,0.873,1881.0,33.1,False,False,Yanlış Pozitif
K01001.01,40.8065333,13.135,313.9,3.71,6207.0,2.097,772.0,54.8,False,True,Gerçek Gezegen
K01069.02,2.46697039,1.6345,308.7,1.56,5074.0,0.863,1139.0,29.5,False,True,Gerçek Gezegen
K01070.01,6.61836309,3.6813,549.1,2.98,5529.0,1.294,1066.0,31.5,False,True,Gerçek Gezegen
K01070.02,107.7214092,8.042,1396.2,4.75,5529.0,1.294,421.0,30.5,False,True,Gerçek Gezegen
K01133.01,5.251916208,4.9095,10624.3,37.15,5542.0,0.872,952.0,146.3,False,False,Yanlış Pozitif
K00148.02,9.673958488,3.2641,952.7,2.63,5192.0,0.873,736.0,178.0,False,True,Gerçek Gezegen
K01134.01,100.3039228,8.702,5450.0,29.55,5055.0,0.772,313.0,63.2,False,False,Yanlış Pozitif
K01135.01,0.986620248,3.9722,1345.8,43.98,6243.0,1.385,2308.0,117.7,False,False,Yanlış Pozitif
K01203.02,14.12847677,3.685,628.7,2.73,5779.0,0.974,739.0,23.0,False,True,Gerçek Gezegen
K01203.03,48.6478543,5.464,641.8,4.14,5779.0,0.974,489.0,12.2,False,True,Gerçek Gezegen
K01204.01,8.39842977,6.344,340.1,2.0,6309.0,1.044,984.0,28.0,False,True,Gerçek Gezegen
K01205.01,8.63847391,5.4566,395.9,5.99,5684.0,3.046,1419.0,38.6,False,True,Gerçek Gezegen
K01001.02,140.10765,18.503,266.8,3.42,6207.0,2.097,511.0,29.0,False,True,Gerçek Gezegen
K01002.01,3.4815917,1.8069,135.2,1.17,5405.0,1.022,1156.0,23.4,False,True,Gerçek Gezegen
K01003.01,8.360616221,7.5385,28066.3,40.35,5463.0,2.445,1263.0,425.6,False,False,Yanlış Pozitif
K01004.01,1.838514968,2.7391,2721.7,4.86,5751.0,0.94,1426.0,63.7,False,False,Yanlış Pozitif
K01005.01,35.61760233,8.4559,4634.9,5.17,5123.0,0.779,456.0,155.0,False,True,Gerçek Gezegen
K01071.01,1.09206833,1.8596,219.2,1.29,5639.0,0.859,1611.0,45.5,False,False,Yanlış Pozitif
K01072.01,10.12805158,3.517,477.4,1.95,5676.0,0.82,767.0,38.0,False,True,Gerçek Gezegen
K01073.01,1.613001111,2.394,104.1,1.25,5580.0,1.205,1680.0,19.3,False,False,Yanlış Pozitif
K01074.01,3.770551475,3.8077,12440.0,12.05,6322.0,1.075,1302.0,100.8,False,True,Gerçek Gezegen
K01075.01,1.343767797,1.9405,4702.6,18.66,6324.0,2.312,2654.0,269.8,False,False,Yanlış Pozitif
K01076.01,29.12436474,3.4209,6496.0,15.25,4457.0,0.481,356.0,63.4,False,False,Yanlış Pozitif
K01138.01,31.82814583,2.917,4456.8,35.8,5908.0,0.92,564.0,78.7,False,False,Yanlış Pozitif
K01139.01,3.629442796,5.63,426.6,3.28,6506.0,1.217,1434.0,76.4,False,False,Yanlış Pozitif
K01140.01,0.553261874,0.8875,1038.1,97.36,5679.0,3.142,3689.0,202.2,False,False,Yanlış Pozitif
K01141.01,5.72812616,2.0295,643.4,1.38,3968.0,0.548,569.0,20.8,False,True,Gerçek Gezegen
K01142.01,3.75574267,2.2911,417.4,1.58,5311.0,0.788,977.0,27.9,False,True,Gerçek Gezegen
K01143.01,7.44042933,2.991,547.3,2.74,5815.0,0.877,883.0,34.0,False,False,Yanlış Pozitif
K00941.01,6.581477136,3.0896,2318.9,4.56,5188.0,0.973,881.0,116.2,False,True,Gerçek Gezegen
K00129.01,24.669192732,7.03515,7382.3,77.76,5313.0,9.327,1485.0,603.0,False,True,Gerçek Gezegen
K00941.02,2.382652873,1.8888,705.4,2.74,5188.0,0.973,1237.0,45.5,False,True,Gerçek Gezegen
K00941.03,24.66461416,2.8579,2398.8,5.34,5188.0,0.973,567.0,56.7,False,True,Gerçek Gezegen
K00942.01,11.51517167,2.006,1357.4,2.9,5177.0,0.798,657.0,53.2,False,True,Gerçek Gezegen
K00137.01,7.641567589,3.41018,2269.7,4.91,5356.0,1.055,899.0,437.5,False,True,Gerçek Gezegen
K01006.01,30.6113932,3.576,3472.0,19.68,3900.0,0.534,317.0,37.5,False,False,Yanlış Pozitif
